List,reference,Source,plant,Cultivar,compound,subC,family,Class,concentration,SD,unit,plant_part,plant_material,method,Season,location,year,DM,percDM,n,Treatment,T.conc
1793,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Peonidin_3O_Glc,Peonidin_Gly,Anthocyanidin,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1794,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Dihydroquercetin,Quercetin_derivative,Flavonol,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1795,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Luteolin_8C_Glc,Luteolin_Gly,Flavone,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1796,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Ferulic_acid,Ferulic_acid,Phenolic_acid,Phenolic_acid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1797,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Luteolin_6C_Glc,Luteolin_Gly,Flavone,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1798,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Luteolinidin,Luteolinidin,Anthocyanidin,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1799,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Apigenin_8C_Glc,Apigenin_Gly,Flavone,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1800,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Myricetin_3O_Gal,Myricetin_Gly,Flavonol,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1801,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Cyanidin,Cyanidin,Anthocyanidin,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1802,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Apigenin_6C_Glc,Apigenin_Gly,Flavone,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1803,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Dihydrokaemperfol,Kaempferol_derivative,Flavonol,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1804,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Ellagic_acid,Ellagic_acid,Phenolic_acid,Phenolic_acid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1805,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Pelargonidin,Pelargonidin,Anthocyanidin,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1806,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Peonidin,Peonidin,Anthocyanidin,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1807,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Malvidin,Malvidin,Anthocyanidin,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1808,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Myricetin,Myricetin,Flavonol,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1809,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Isoliquiritigenin,Isoliquiritigenin,Chalcone,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1810,Regos_&Treutter2010,Journal_article,Onobrychis_viciifolia,Unknown,Isorhamnetin,Isorhamnetin,Flavonol,Flavonoid,,,mg.gDM,aerial,aerial,HPLC_DAD,reproductive,Unknown,unknown,,,,,
1811,Xu_et_al.2020,Journal_article,Onobrychis_viciifolia,Unknown,Chrysoeriol_5O_Hex,Chrysoeriol_Gly,Flavone,Flavonoid,,,,aerial,aerial_dry,LC_ESI_MS,reproductive,China,unknown,,,,,
1812,Xu_et_al.2020,Journal_article,Onobrychis_viciifolia,Unknown,Selginin_O_Mal,Selginin_Gly,Flavone,Flavonoid,,,,aerial,aerial_dry,LC_ESI_MS,reproductive,China,unknown,,,,,
1813,Xu_et_al.2020,Journal_article,Onobrychis_viciifolia,Unknown,Velutin,Velutin,Flavone,Flavonoid,,,,aerial,aerial_dry,LC_ESI_MS,reproductive,China,unknown,,,,,
1814,Xu_et_al.2020,Journal_article,Onobrychis_viciifolia,Unknown,Chrysoeriol_7O_Hex,Chrysoeriol_Gly,Flavone,Flavonoid,,,,aerial,aerial_dry,LC_ESI_MS,reproductive,China,unknown,,,,,
1815,Xu_et_al.2020,Journal_article,Onobrychis_viciifolia,Unknown,Chrysieriol_MalHex,Chrysoeriol_Gly,Flavone,Flavonoid,,,,aerial,aerial_dry,LC_ESI_MS,reproductive,China,unknown,,,,,
1816,Xu_et_al.2020,Journal_article,Onobrychis_viciifolia,Unknown,Hesperitin_O_hex,Hesperidin,Flavanone,Flavonoid,,,,aerial,aerial_dry,LC_ESI_MS,reproductive,China,unknown,,,,,
1817,Xu_et_al.2020,Journal_article,Onobrychis_viciifolia,Unknown,Tricin_O_Glycerol,Tricin_Gly,Flavone,Flavonoid,,,,aerial,aerial_dry,LC_ESI_MS,reproductive,China,unknown,,,,,
1818,Xu_et_al.2020,Journal_article,Onobrychis_viciifolia,Unknown,Tricin_7O_Hex,Tricin_Gly,Flavone,Flavonoid,,,,aerial,aerial_dry,LC_ESI_MS,reproductive,China,unknown,,,,,
1819,Xu_et_al.2020,Journal_article,Onobrychis_viciifolia,Unknown,Tricin,Tricin,Flavone,Flavonoid,,,,aerial,aerial_dry,LC_ESI_MS,reproductive,China,unknown,,,,,
1820,Xu_et_al.2020,Journal_article,Onobrychis_viciifolia,Unknown,Chrysoeriol_O_acetylHex,Chrysoeriol_Gly,Flavone,Flavonoid,,,,aerial,aerial_dry,LC_ESI_MS,reproductive,China,unknown,,,,,
